#{"t_start": 1630088085.8697362, "env_id": null}
r,l,t
-11983.051628,300,41766.326956
-7554.151504,300,41766.723138
-4683.926811,300,41767.154692
-25255.982603,300,41767.559862
-28619.094832,300,41769.592449
-7976.74716,300,41770.014187
-34187.619963,300,41770.401863
-3414.230982,300,41770.796017
-6212.609288,300,41771.214809
-7150.400155,300,41771.603765
-24690.907815,300,41771.997814
-22849.237604,300,41773.953346
-15990.788303,300,41774.371638
-12240.316392,300,41774.760061
-16933.37652,300,41775.15009
-15379.425544,300,41775.568432
-6505.823868,300,41775.959941
-37145.583801,300,41776.35102
-9193.421262,300,41778.343376
-38753.502025,300,41778.74235
-9250.003679,300,41779.131401
-39574.871629,300,41779.525511
-26249.172168,300,41779.946354
-25877.824097,300,41780.337297
-18374.524435,300,41780.812948
-21687.04078,300,41782.845551
-10883.260256,300,41783.235709
-47530.522073,300,41783.629521
-14824.618942,300,41784.047005
-13061.853761,300,41784.447589
-7927.565147,300,41784.84369
-27997.081523,300,41785.235097
-9698.01432,300,41787.521174
-10191.750084,300,41788.187846
-30132.673047,300,41788.726743
-2436.911055,300,41789.163572
-30697.08939,300,41789.567723
-11057.082459,300,41789.963883
-8354.48034,300,41792.004174
-25376.854952,300,41792.401634
-4233.230238,300,41792.801367
-48383.232013,300,41793.202502
-6194.51204,300,41793.632461
-13041.64075,300,41794.04381
-7866.595362,300,41794.437331
-7526.770827,300,41796.513058
-44189.344532,300,41796.912512
-17685.614154,300,41797.313121
-25728.819127,300,41797.802721
-15033.572121,300,41798.320129
-15691.59164,300,41798.715227
-31802.583558,300,41799.111465
-12107.698994,300,41801.148362
-4220.747842,300,41801.550904
-33832.383024,300,41801.950109
-10818.804805,300,41802.37777
-29639.760017,300,41802.776107
-27948.078431,300,41803.176423
-4598.905149,300,41803.601661
-8404.275144,300,41805.648643
-13156.074246,300,41806.059985
-13781.527362,300,41806.465737
-35712.231022,300,41807.014647
-3712.898872,300,41807.415389
-25013.035584,300,41807.820103
-9773.27395,300,41808.252383
-42188.010074,300,41810.282291
-12861.140513,300,41810.682345
-38145.092818,300,41811.125664
-10510.918072,300,41811.520495
-3362.839833,300,41811.926711
-43607.436717,300,41812.32555
-6843.911105,300,41814.378721
-5534.522764,300,41814.777612
-21326.88825,300,41815.18196
-19137.829347,300,41815.612572
-20376.187746,300,41816.011923
-40024.091325,300,41816.410979
-30337.421092,300,41816.836182
-7801.205527,300,41818.868609
-32794.638167,300,41819.266683
-23966.097065,300,41819.663428
-43166.892253,300,41820.094806
-38883.096016,300,41820.579501
-11579.542733,300,41820.976456
-34145.592428,300,41821.400481
-4843.125516,300,41823.42549
-3331.825605,300,41823.816832
-5441.809962,300,41824.240444
-14740.112079,300,41824.645983
-35089.887505,300,41825.042339
-4244.094421,300,41825.442829
-14890.719737,300,41825.878682
-3082.737322,300,41828.045395
-37309.494561,300,41828.599418
-9766.694745,300,41829.032059
-35133.786618,300,41829.432632
-21546.904547,300,41829.831008
-36622.516833,300,41830.301326
-6882.44252,300,41830.71257
-9000.209931,300,41833.066626
-19307.656912,300,41833.468349
-10079.71586,300,41833.901554
-40191.940528,300,41834.31039
-11275.950091,300,41834.713174
-7691.43718,300,41835.144512
-10197.457297,300,41835.543272
-21553.467735,300,41837.827974
-23943.640931,300,41838.428206
-3180.183551,300,41838.818334
-33870.347144,300,41839.216443
-36286.147334,300,41839.713953
-46031.444597,300,41840.225135
-62341.659389,300,41842.295819
-38124.057384,300,41842.713585
-35576.370468,300,41843.147179
-33826.228322,300,41843.547241
-34554.981518,300,41843.945801
-24971.061112,300,41844.376691
-21547.310708,300,41844.776723
-37475.020404,300,41846.800821
-5885.713017,300,41847.198727
-7773.345163,300,41847.630996
-40458.912305,300,41848.027673
-22015.980367,300,41848.419773
-29135.649384,300,41848.845823
-24966.088509,300,41849.251698
-10198.578354,300,41851.34268
-3902.835536,300,41851.778006
-5911.266902,300,41852.175593
-26044.175738,300,41852.569426
-46169.479273,300,41852.96594
-16248.183127,300,41853.394908
-9904.538528,300,41853.79393
-11063.485748,300,41855.801525
-10451.748257,300,41856.230949
-15195.320636,300,41856.631911
-21018.844353,300,41857.029973
-7206.063477,300,41857.461276
-34385.567112,300,41857.865209
-46809.109133,300,41858.291163
-44527.589369,300,41860.511732
-36146.198271,300,41861.246614
-6978.660455,300,41861.928442
-10629.455709,300,41862.462389
-10471.103962,300,41863.011013
-16644.218068,300,41863.51873
-7298.057449,300,41863.958151
-13339.690813,300,41866.044287
-36865.556073,300,41866.483943
-20733.170248,300,41866.8846
-17420.419262,300,41867.285538
-30733.122461,300,41867.714807
-19828.696838,300,41868.111695
-6951.655457,300,41870.157932
-11281.823018,300,41870.876071
-24189.900413,300,41871.351711
-10412.895029,300,41871.752636
-31327.26598,300,41872.176808
-10560.621483,300,41872.575259
-8375.450574,300,41872.967314
-11420.610231,300,41875.012033
-43443.483592,300,41875.461056
-8097.833063,300,41875.878683
-33460.842304,300,41876.29592
-11936.868668,300,41876.726039
-6332.448099,300,41877.229131
-40584.240209,300,41877.814821
-2797.358231,300,41879.868942
-4969.119568,300,41880.268974
-8345.708334,300,41880.668939
-31878.970894,300,41881.067029
-2895.489121,300,41881.495278
-10954.798932,300,41881.902082
-23437.051615,300,41882.305053
-29932.047137,300,41884.36182
-26644.088971,300,41884.764702
-31832.156552,300,41885.160815
-9459.927558,300,41885.594534
-27338.616811,300,41885.988316
-51922.259558,300,41886.385069
-14034.101067,300,41886.783399
-36814.224341,300,41888.86597
-22241.093392,300,41889.261537
-6424.669811,300,41889.65853
-43455.802999,300,41890.091733
-25638.485251,300,41890.485471
-8341.66674,300,41890.882922
-25234.671152,300,41891.313344
-14243.221846,300,41893.330213
-23912.648371,300,41893.728327
-28074.178959,300,41894.133618
-7513.757109,300,41894.56536
-10029.584965,300,41894.963305
-5993.623786,300,41895.363378
-12897.421903,300,41897.402049
-36389.45208,300,41897.80162
-12433.747784,300,41898.200639
-36008.095655,300,41898.627786
-6503.258407,300,41899.024336
-6730.576254,300,41899.426259
-2878.234859,300,41899.835079
-12735.381912,300,41901.907495
-19631.504134,300,41902.301492
-28145.46994,300,41902.704883
-21226.876001,300,41903.126183
-38168.746197,300,41903.525181
-8088.465165,300,41903.926214
-15001.599441,300,41904.358142
-14527.774944,300,41906.39812
-13631.154383,300,41906.799809
-32622.246806,300,41907.200354
-21463.105171,300,41907.632759
-24251.227832,300,41908.042045
-86087.726051,300,41908.444393
-15432.604849,300,41908.87868
-19143.889751,300,41910.985962
-28905.453942,300,41911.384056
-46402.957054,300,41911.818218
-19800.573696,300,41912.216574
-23096.605923,300,41912.618103
-37628.948065,300,41913.027109
-16964.073841,300,41913.45822
-8185.821296,300,41915.468331
-10900.810653,300,41915.868361
-2565.420981,300,41916.294439
-12572.000454,300,41916.692341
-39201.326647,300,41917.08566
-3691.533037,300,41917.514613
-44143.069199,300,41917.910245
-15537.117023,300,41919.930265
-29307.839176,300,41920.333873
-15208.568945,300,41920.76106
-23062.582326,300,41921.161826
-9291.120914,300,41921.565897
-31037.765962,300,41921.993155
-26666.722255,300,41924.042128
-38700.013283,300,41924.440635
-20323.248857,300,41924.866244
-22955.041874,300,41925.263215
-20431.330345,300,41925.66114
-6132.697065,300,41926.058739
-7587.114313,300,41926.483865
-15996.84155,300,41928.562833
-28580.942322,300,41928.961441
-4132.197438,300,41929.38467
-23258.352555,300,41929.783474
-34082.399911,300,41930.180728
-26594.335282,300,41930.610238
-7005.089259,300,41931.010032
-9267.033513,300,41933.030981
-54157.037292,300,41933.427664
-27456.137114,300,41933.852511
-16899.330296,300,41934.247987
-60843.561812,300,41934.659591
-13812.096403,300,41935.084537
-3021.153748,300,41935.480726
-3323.091251,300,41937.481363
-13294.604013,300,41937.909894
-21040.87429,300,41938.308028
-21653.473867,300,41938.708064
-31676.278074,300,41939.168796
-13705.285822,300,41939.64536
-8923.6238,300,41940.043173
-3137.019618,300,41942.051314
-28821.271975,300,41942.478984
-32794.93073,300,41942.878661
-38019.350421,300,41943.278715
-12426.170477,300,41943.709198
-8093.089558,300,41944.129476
-21540.176807,300,41946.177775
-11819.180223,300,41946.576833
-22520.885527,300,41947.008131
-6220.699774,300,41947.408748
-9169.459814,300,41947.806899
-30087.909103,300,41948.232128
-7123.511168,300,41948.631189
-15990.080748,300,41950.701365
-8114.575843,300,41951.432387
-12637.964445,300,41951.996392
-28734.858695,300,41952.407813
-36713.004802,300,41952.808899
-11330.256111,300,41953.239654
-7572.884135,300,41953.636977
-40854.51605,300,41955.67587
-28485.437904,300,41956.106869
-10117.095086,300,41956.51137
-9345.225014,300,41956.910806
-9716.570483,300,41957.342159
-30875.961403,300,41957.742728
-6555.799654,300,41958.166844
-24073.464403,300,41960.198556
-20314.533354,300,41960.629019
-13545.839424,300,41961.028936
-119835.930874,300,41961.429444
-25181.098251,300,41961.860356
-32918.02899,300,41962.262931
-6871.591033,300,41962.663711
-27233.115094,300,41964.726275
-12556.536769,300,41965.118615
-5926.507036,300,41965.515644
-24245.118988,300,41965.913929
-7957.283166,300,41966.34001
-20215.953412,300,41966.734245
-16110.022258,300,41967.131181
-10181.664879,300,41969.418154
-13831.115908,300,41969.814743
-39360.340655,300,41970.211109
-38222.751113,300,41970.633816
-6729.60258,300,41971.031091
-22074.870962,300,41971.428965
-26690.884114,300,41973.443458
-68256.172615,300,41973.876311
-11852.274927,300,41974.276312
-37767.20352,300,41974.676691
-53117.166883,300,41975.108537
-26420.732737,300,41975.509214
-11266.715274,300,41975.909616
-6743.05371,300,41977.965509
-32054.774988,300,41978.36437
-6311.489517,300,41978.763419
-29004.703377,300,41979.161446
-30732.106609,300,41979.590713
-35040.526063,300,41979.990718
-9655.879554,300,41980.390445
-39028.097041,300,41982.451417
-15003.139276,300,41982.849881
-41345.320282,300,41983.253161
-7566.475367,300,41983.67836
-11525.310779,300,41984.077119
-19834.722794,300,41984.574699
-44067.423881,300,41984.976154
-11111.463128,300,41987.042854
-16806.605744,300,41987.441959
-13218.17805,300,41987.840786
-11628.533575,300,41988.266412
-9591.139856,300,41988.666051
-36577.511455,300,41989.065301
-10760.664218,300,41989.494417
-37725.110719,300,41991.715967
-27857.538647,300,41992.222555
-82579.074986,300,41992.622481
-40590.520862,300,41993.048077
-11527.459269,300,41993.447508
-22537.635248,300,41993.847138
-40536.94336,300,41994.27595
-9598.799016,300,41996.579309
-23109.638362,300,41996.976755
-46939.957526,300,41997.404229
-13977.131319,300,41997.799817
-4543.261269,300,41998.197729
-9368.96998,300,41998.700106
-2691.856055,300,42000.916544
-15417.672966,300,42001.322803
-11383.357547,300,42001.724746
-38796.767619,300,42002.156276
-43001.765284,300,42002.556749
-39946.479998,300,42002.957133
-19562.38407,300,42003.389809
-27322.584322,300,42005.423357
-40750.957438,300,42005.823983
-15307.568364,300,42006.224638
-3525.146644,300,42006.657491
-9147.443909,300,42007.059046
-10775.960981,300,42007.461118
-7832.230249,300,42007.895965
-7855.791565,300,42009.928304
-31589.943148,300,42010.329722
-5917.758283,300,42010.758954
-28133.598828,300,42011.159597
-47812.345311,300,42011.560084
-7104.886278,300,42011.960951
-7740.298591,300,42012.391072
-40700.932351,300,42014.363663
-12144.948076,300,42014.763524
-10124.260424,300,42015.193071
-28872.93593,300,42015.626793
-8089.363737,300,42016.025143
-4287.826588,300,42016.455014
-37428.367228,300,42016.850117
-11206.651625,300,42018.884388
-23057.679535,300,42019.278381
-11719.267048,300,42019.700448
-5882.505745,300,42020.09524
-14051.202518,300,42020.49106
-11921.17449,300,42020.913717
-15154.504925,300,42021.309645
-12456.586083,300,42023.302468
-16614.576069,300,42023.724277
-54355.658993,300,42024.116252
-21528.48694,300,42024.512859
-26078.51966,300,42024.909722
-19836.393121,300,42025.3331
-11354.923729,300,42027.348318
-54201.296535,300,42027.746201
-8743.146093,300,42028.172543
-27398.139028,300,42028.565099
-19786.894425,300,42028.96001
-34407.531362,300,42029.381214
-95173.537844,300,42029.776253
-39054.283845,300,42031.798767
-28730.389526,300,42032.194898
-32507.373887,300,42032.622156
-15078.015727,300,42033.013514
-8110.28557,300,42033.409622
-41115.99482,300,42033.83319
-19068.236964,300,42034.227643
-16115.65506,300,42036.330882
-5201.143703,300,42036.758663
-46292.673876,300,42037.197362
-19236.668492,300,42037.597969
-8448.840115,300,42037.998239
-23503.268915,300,42038.426715
-22374.182658,300,42038.828219
-22373.032835,300,42041.043654
-40542.612098,300,42041.60732
-31176.984157,300,42042.033062
-18683.425022,300,42042.481083
-12405.271574,300,42042.909338
-3991.326564,300,42043.314794
-24142.940118,300,42043.741018
-11125.642557,300,42046.065831
-6392.491262,300,42046.510228
-48498.777451,300,42046.909153
-45574.347522,300,42047.303058
-3516.352657,300,42047.745619
-19915.353529,300,42048.146626
-10188.030107,300,42050.166592
-32396.509157,300,42050.665825
-4910.472486,300,42051.071976
-6769.079592,300,42051.546668
-43869.069794,300,42051.944851
-28958.774828,300,42052.37694
-20262.619971,300,42052.774778
-19871.554747,300,42054.78182
-37646.320289,300,42055.209554
-11459.078373,300,42055.607139
-45437.746024,300,42056.008434
-13966.829186,300,42056.432854
-11538.984686,300,42056.83167
-12935.369226,300,42057.250152
-2438.805863,300,42059.583473
-8167.149286,300,42060.009447
-23056.432818,300,42060.44305
-5739.916031,300,42060.846497
-19218.760171,300,42061.280688
-16391.232955,300,42061.691124
-24364.275216,300,42062.081924
-10380.994818,300,42064.161265
-12123.372084,300,42064.562034
-15423.883149,300,42064.955514
-40767.378179,300,42065.34924
-14787.095574,300,42065.779256
-18390.037402,300,42066.189069
-8625.831015,300,42066.592168
-21147.123327,300,42068.704814
-30774.198965,300,42069.104467
-44190.844956,300,42069.50764
-9361.874445,300,42069.937356
-10753.019258,300,42070.332934
-22271.393306,300,42070.732161
-31470.133772,300,42071.157691
-16367.876358,300,42073.311064
-36944.507054,300,42073.725718
-10230.134798,300,42074.132034
-43553.488562,300,42074.564051
-11523.281309,300,42074.963735
-5297.933422,300,42075.362745
-34828.418576,300,42077.392283
-13325.694799,300,42077.804142
-7297.968743,300,42078.205334
-57590.007408,300,42078.611123
-6174.385361,300,42079.040463
-29850.831074,300,42079.441074
-7258.832133,300,42079.828224
-41235.354557,300,42081.916803
-23021.099092,300,42082.313549
-23070.91467,300,42082.724049
-10316.958582,300,42083.158634
-30741.805496,300,42083.556018
-10792.466396,300,42083.954877
-42397.233986,300,42084.380678
-8493.919213,300,42086.4552
-14572.374961,300,42086.85512
-6992.638752,300,42087.260551
-5933.032469,300,42087.689293
-14110.752271,300,42088.099994
-50174.21382,300,42088.656481
-43855.432615,300,42089.1661
-20446.296056,300,42091.127521
-10216.17342,300,42091.528354
-6884.289617,300,42091.939085
-20862.024117,300,42092.363325
-29458.440507,300,42092.761609
-28147.258644,300,42093.158476
-33183.581994,300,42093.591543
-7558.929202,300,42095.601193
-40664.411203,300,42095.99775
-22793.407079,300,42096.432436
-9023.716433,300,42096.829239
-5136.892794,300,42097.226522
-2769.296907,300,42097.621973
-23630.566729,300,42098.046426
-8103.229167,300,42100.139275
-24140.912673,300,42100.537844
-38487.022878,300,42100.96347
-14115.909462,300,42101.361364
-35687.396513,300,42101.760951
-8818.76395,300,42102.194007
-36355.652112,300,42104.226208
-42530.443719,300,42104.694271
-31308.015273,300,42105.092828
-9131.374522,300,42105.522268
-38283.45726,300,42105.922863
-40183.771744,300,42106.324511
-7035.863568,300,42106.747714
-7124.83865,300,42108.761472
-15956.398578,300,42109.177294
-32216.619598,300,42109.624312
-26580.945676,300,42110.040739
-6710.118569,300,42110.453333
-17145.152249,300,42110.855052
-29228.611453,300,42111.286777
-5911.205948,300,42113.375921
-26267.347558,300,42113.774389
-7762.946924,300,42114.198575
-16353.094843,300,42114.605542
-35484.183021,300,42115.005687
-7040.693962,300,42115.43141
-70323.710273,300,42115.828469
-15002.795697,300,42117.84321
-14645.117965,300,42118.242475
-31498.462905,300,42118.672431
-11546.792032,300,42119.065791
-29053.915356,300,42119.471403
-23080.844297,300,42119.904238
-13005.920356,300,42120.304286
-37386.799439,300,42122.344294
-33729.383479,300,42122.770775
-47288.182146,300,42123.165427
-7478.690256,300,42123.563078
-7166.366862,300,42123.96748
-14513.740008,300,42124.396681
-6496.358195,300,42124.805185
-29119.643963,300,42126.860996
-9746.544755,300,42127.288301
-16669.44044,300,42127.688174
-7828.792173,300,42128.094322
-20122.494937,300,42128.524027
-43782.89019,300,42128.924656
-32647.881347,300,42130.990299
-33393.110891,300,42131.393959
-4516.706363,300,42131.825581
-26739.663933,300,42132.22511
-4532.445375,300,42132.625787
-3058.33194,300,42133.055037
-41710.57709,300,42133.461657
-22677.252182,300,42135.479072
-9438.176503,300,42135.908467
-8224.326652,300,42136.309084
-20022.740605,300,42136.711821
-34654.023462,300,42137.110911
-6476.203343,300,42137.543953
-10581.350667,300,42137.942868
-20905.735607,300,42139.967201
-29633.199107,300,42140.38967
-46450.252983,300,42140.787619
-5386.06385,300,42141.181518
-37927.162713,300,42141.606898
-26600.020545,300,42142.004898
-49846.506646,300,42142.398143
-6902.321262,300,42144.422902
-23316.057896,300,42144.843962
-19777.767006,300,42145.236814
-16023.371179,300,42145.725022
-32354.397409,300,42146.158564
-40095.82269,300,42146.562032
-31073.167642,300,42146.977455
-15263.243402,300,42149.037483
-5498.583333,300,42149.442867
-23032.381111,300,42149.837773
-6251.160988,300,42150.237587
-8945.836866,300,42150.664931
-12403.661955,300,42151.079611
-21479.095648,300,42153.136069
-15631.430424,300,42153.608382
-21645.661055,300,42154.014174
-24220.732682,300,42154.515117
-33116.367394,300,42154.943987
-40810.343149,300,42155.348748
-11182.401923,300,42155.745193
-9981.999671,300,42157.777426
-16259.359699,300,42158.386039
-42665.801345,300,42158.804034
-3313.15168,300,42159.209402
-26458.487203,300,42159.636213
-8879.834734,300,42160.036102
-10297.814807,300,42160.453783
-24647.492643,300,42162.505638
-32611.83046,300,42162.904371
-10304.181735,300,42163.310047
-11815.080347,300,42163.708549
-24198.874125,300,42164.137913
-15260.722144,300,42164.53619
-9467.995439,300,42164.939748
-6231.92832,300,42167.109569
-14988.605408,300,42167.562656
-8757.797032,300,42167.956098
-7054.213283,300,42168.381879
-6713.861119,300,42168.773543
-15024.774242,300,42169.179685
-38579.060322,300,42169.578037
-6420.537623,300,42171.626458
-20970.264613,300,42172.030894
-17572.390832,300,42172.431223
-11809.990594,300,42172.86324
-34252.366156,300,42173.261147
-25081.217117,300,42173.667776
-22489.539529,300,42174.092756
-11757.150679,300,42176.042534
-38324.232909,300,42176.428784
-7968.345295,300,42176.821297
-58244.709418,300,42177.243643
-14442.611,300,42177.63902
-4183.089706,300,42178.0308
-13399.868986,300,42180.038764
-31745.809622,300,42180.438456
-8566.16348,300,42180.836517
-18798.547901,300,42181.260141
-16927.932195,300,42181.668831
-4040.260756,300,42182.062832
-28641.830667,300,42182.463131
-19997.922844,300,42184.474752
-15655.556278,300,42184.873918
-28888.262837,300,42185.270815
-11037.866171,300,42185.702506
-12758.084965,300,42186.096223
-13358.179344,300,42186.495265
-53209.066364,300,42186.927958
-31334.886153,300,42188.979313
-6589.61959,300,42189.391638
-13877.258019,300,42189.79317
-13124.850729,300,42190.235441
-11344.824919,300,42190.697307
-5123.463096,300,42191.093616
-10589.224702,300,42191.523798
-12457.392532,300,42193.544658
-14232.151904,300,42193.944193
-11310.123947,300,42194.372741
-42714.962792,300,42194.773147
-2892.528255,300,42195.178332
-34327.729913,300,42195.577023
-12700.550638,300,42196.007943
-36372.213508,300,42198.073114
-25623.440476,300,42198.471086
-37792.379201,300,42198.903979
-32036.263679,300,42199.305026
-23716.673436,300,42199.705855
-14198.473299,300,42200.142388
-5007.892128,300,42200.543433
-45609.743134,300,42202.547438
-19988.725499,300,42203.077802
-61089.516584,300,42203.576417
-26377.796348,300,42203.977313
-7399.947115,300,42204.378312
-37614.127629,300,42204.814185
-37939.372006,300,42206.844011
-7032.641944,300,42207.243215
-36300.79793,300,42207.671669
-10804.98932,300,42208.068397
-19903.581423,300,42208.471819
-16141.773765,300,42208.872809
-36997.606931,300,42209.329314
-5098.389065,300,42211.424213
-11765.924821,300,42211.823911
-13795.449612,300,42212.249353
-38881.555165,300,42212.645534
-21677.413559,300,42213.112128
-21597.479912,300,42213.535757
-9313.783261,300,42213.925193
-36222.654836,300,42215.891217
-43791.68965,300,42216.284944
-2344.717934,300,42216.705039
-97137.819866,300,42217.09435
-16492.236198,300,42217.497021
-18441.101888,300,42217.918756
-57366.895009,300,42218.313645
-7675.075537,300,42220.293039
-10777.027724,300,42220.719967
-23837.123911,300,42221.113589
-3403.670212,300,42221.511494
-7597.584342,300,42221.909934
-8813.801639,300,42222.343986
-5811.585507,300,42222.745369
-24602.168536,300,42224.743867
-42313.478197,300,42225.169155
-28344.810459,300,42225.560494
-17150.953456,300,42225.9473
-20214.227597,300,42226.365785
-65535.4832,300,42226.758698
-7969.955167,300,42227.145786
-15799.357626,300,42229.084741
-12651.222285,300,42229.51441
-33677.313903,300,42229.908606
-43511.689526,300,42230.302403
-23571.885377,300,42230.723153
-22257.712566,300,42231.114159
-38856.800019,300,42233.113625
-10869.582358,300,42233.539188
-11415.425056,300,42233.936101
-4661.003823,300,42234.329945
-38421.919544,300,42234.72849
-18832.295033,300,42235.153357
-10543.556138,300,42235.551845
-3590.54636,300,42237.606821
-5391.707047,300,42238.270735
-4392.075786,300,42238.729421
-28147.998474,300,42239.154743
-12638.419138,300,42239.58004
-25241.957312,300,42239.990067
-9660.649031,300,42240.388029
-6712.063962,300,42242.407734
-19847.436998,300,42242.835285
-15770.901081,300,42243.234498
-37871.202154,300,42243.630016
-14176.635491,300,42244.056193
-22471.473395,300,42244.453709
-15507.725297,300,42244.853171
-7996.330328,300,42246.886009
-31510.26993,300,42247.276691
-13156.42668,300,42247.671483
-42868.182507,300,42248.062153
-69977.451607,300,42248.501104
-34589.025135,300,42248.942041
-35592.326689,300,42249.337821
-7820.431918,300,42251.322247
-19709.069675,300,42251.711433
-13403.42197,300,42252.105651
-40768.366051,300,42252.535146
-34333.561515,300,42252.937398
-23429.571301,300,42253.336856
-59427.928092,300,42253.755686
-11073.17902,300,42255.920084
-41004.188324,300,42256.340498
-22039.976534,300,42256.760665
-25244.889089,300,42257.19135
-5772.659082,300,42257.589896
-13455.029944,300,42257.991341
-41814.109386,300,42260.025643
-32674.393831,300,42260.425184
-10244.854893,300,42260.82575
-14112.190629,300,42261.23725
-30289.006925,300,42261.677684
-27714.920608,300,42262.088218
-20744.627226,300,42262.492036
-29580.731036,300,42264.56855
-8720.048638,300,42264.963365
-6096.974714,300,42265.370116
-9211.028272,300,42265.804929
-26973.315615,300,42266.201819
-7574.774333,300,42266.594171
-40909.334186,300,42266.993591
-18666.710396,300,42269.03512
-14944.736873,300,42269.462799
-64226.550374,300,42269.85793
-23067.425234,300,42270.285399
-14663.985169,300,42270.67732
-15690.414988,300,42271.073934
-28533.620084,300,42271.501642
-28824.072422,300,42273.52764
-10448.925773,300,42273.93724
-7820.647524,300,42274.329381
-6812.543312,300,42274.808346
-15675.807737,300,42275.307841
-11794.041704,300,42275.719849
-7951.867099,300,42276.142793
-7558.291929,300,42278.193549
-13224.864215,300,42278.593099
-14308.223241,300,42279.023269
-19673.849622,300,42279.422944
-37508.769812,300,42279.823193
-13695.244501,300,42280.233228
-21083.227482,300,42282.345993
-7892.740861,300,42282.754335
-30074.045001,300,42283.149797
-4736.616348,300,42283.574129
-12980.726979,300,42283.970042
-9276.238759,300,42284.388733
-34126.87754,300,42284.820446
-10799.723459,300,42286.851235
-25827.160775,300,42287.253272
-14828.296737,300,42287.662664
-18431.296744,300,42288.09476
-9801.974427,300,42288.495408
-12560.272366,300,42288.905472
-14340.573676,300,42289.337766
-8140.010212,300,42291.496094
-20881.804364,300,42291.895972
-6897.721477,300,42292.320621
-30140.724955,300,42292.71802
-19690.905249,300,42293.110386
-25767.130406,300,42293.519239
-9876.951695,300,42293.953864
-24181.854691,300,42295.984974
-34143.702902,300,42296.377
-9323.431019,300,42296.801688
-28450.170359,300,42297.193275
-9622.010216,300,42297.591682
-10871.452718,300,42298.190815
-32847.631198,300,42298.678472
-13087.244314,300,42300.744418
-8606.812414,300,42301.14162
-8065.12607,300,42301.569928
-48284.351273,300,42301.967867
-15873.083272,300,42302.367386
-26641.942437,300,42302.793544
-24148.11126,300,42303.192933
-9126.055975,300,42305.2219
-6374.095814,300,42305.652219
-11813.76447,300,42306.069855
-9520.255219,300,42306.475881
-16136.676451,300,42306.874789
-4141.847074,300,42307.319002
-15568.109655,300,42309.451061
-40557.287182,300,42309.845114
-19251.572106,300,42310.284378
-14845.639588,300,42310.678667
-16676.625358,300,42311.084304
-69051.83439,300,42311.5064
-13888.534168,300,42311.903813
-22976.781893,300,42313.925216
-22837.702857,300,42314.335943
-27781.468756,300,42314.773564
-16943.151953,300,42315.176265
-8972.93894,300,42315.590085
-31187.077967,300,42316.088272
-7208.472992,300,42316.544475
-13232.310291,300,42318.645561
-47389.178537,300,42319.070223
-17460.302535,300,42319.46761
-25028.707631,300,42319.862128
-43090.718453,300,42320.259468
-20281.675524,300,42320.685205
-6309.564025,300,42321.085239
-29361.932612,300,42323.126038
-21278.818125,300,42323.556707
-13094.179827,300,42323.96118
-11385.038377,300,42324.369817
-7914.048836,300,42324.800796
-6874.47849,300,42325.203361
-14703.967307,300,42325.601808
-31484.755962,300,42327.795569
-10303.957775,300,42328.218956
-27387.317879,300,42328.607769
-12842.915902,300,42329.00879
-6506.497535,300,42329.461418
-39510.952972,300,42329.93931
-13435.105003,300,42330.335848
-8625.20234,300,42332.402347
-5787.684171,300,42332.80568
-44400.56894,300,42333.204566
-14384.35441,300,42333.603669
-13139.259046,300,42334.061472
-19509.193451,300,42334.567533
-11564.355974,300,42336.689689
-29666.318403,300,42337.128718
-43656.165438,300,42337.543118
-13006.120016,300,42337.943886
-17570.170754,300,42338.369699
-63397.400651,300,42338.761798
-17079.976933,300,42339.17286
-15876.359443,300,42341.306629
-38994.728478,300,42342.021595
-17695.034345,300,42342.424967
-40647.848441,300,42342.83343
-18965.699782,300,42343.269875
-31047.331646,300,42343.67184
-43729.473214,300,42344.074839
-13031.475676,300,42346.15255
-20703.906771,300,42346.552167
-15561.427326,300,42346.952522
-51829.140847,300,42347.352098
-16611.050832,300,42347.785837
-30570.158833,300,42348.185845
-24225.912234,300,42348.586404
-35702.882493,300,42350.628301
-29961.240191,300,42351.043946
-10547.282212,300,42351.44413
-15592.417009,300,42351.870692
-5849.258919,300,42352.272594
-14367.499915,300,42352.673764
-41511.609475,300,42353.074076
-16835.28936,300,42355.180814
-12742.227776,300,42355.586746
-6148.172728,300,42355.987714
-33456.862935,300,42356.428071
-9799.048495,300,42356.82601
-18590.390706,300,42357.225544
-9013.661923,300,42357.655576
-29739.708376,300,42359.701188
-7134.712221,300,42360.102893
-13681.002447,300,42360.501355
-21609.294909,300,42360.934691
-40443.563661,300,42361.327919
-21787.548386,300,42361.726476
-16236.650599,300,42363.795003
-14773.142898,300,42364.194596
-19790.287126,300,42364.594333
-34090.244383,300,42365.020525
-20251.616314,300,42365.524281
-6236.192,300,42365.957712
-4764.714274,300,42366.360145
-14429.158294,300,42368.410148
-20387.769836,300,42368.810121
-29707.423736,300,42369.221838
-31669.80443,300,42369.658718
-7288.720374,300,42370.074681
-52986.883744,300,42370.49019
-14790.09782,300,42370.935152
-5509.6782,300,42372.990935
-29389.72025,300,42373.387992
-9933.687338,300,42373.785038
-9028.684644,300,42374.218961
-4825.368574,300,42374.613908
-9791.008782,300,42375.009627
-8697.294059,300,42375.434357
-5985.304751,300,42377.464969
-36750.967873,300,42377.868685
-37974.389175,300,42378.303627
-41518.466924,300,42378.706239
-11869.929903,300,42379.109739
